;Date;canyon;detector
665;24/07/2017;Arugot;proximity loggers
666;24/07/2017;Arugot;proximity loggers
667;24/07/2017;Arugot;proximity loggers
668;24/07/2017;Arugot;proximity loggers
669;24/07/2017;Arugot;proximity loggers
670;24/07/2017;Arugot;proximity loggers
671;24/07/2017;Arugot;proximity loggers
672;24/07/2017;Arugot;proximity loggers
673;25/07/2017;Arugot;proximity loggers
674;25/07/2017;Arugot;proximity loggers
675;25/07/2017;Arugot;proximity loggers
676;25/07/2017;Arugot;proximity loggers
677;25/07/2017;Arugot;proximity loggers
678;25/07/2017;Arugot;proximity loggers
679;25/07/2017;Arugot;proximity loggers
680;26/07/2017;Arugot;proximity loggers
681;26/07/2017;Arugot;proximity loggers
682;27/07/2017;Arugot;proximity loggers
683;29/07/2017;Arugot;proximity loggers
684;31/07/2017;Arugot;proximity loggers
685;01/08/2017;Arugot;proximity loggers
686;01/08/2017;Arugot;proximity loggers
687;03/08/2017;Arugot;proximity loggers
688;03/08/2017;Arugot;proximity loggers
689;04/08/2017;Arugot;proximity loggers
690;04/08/2017;Arugot;proximity loggers
691;04/08/2017;Arugot;proximity loggers
692;04/08/2017;Arugot;proximity loggers
693;04/08/2017;Arugot;proximity loggers
694;04/08/2017;Arugot;proximity loggers
695;06/08/2017;Arugot;proximity loggers
696;06/08/2017;Arugot;proximity loggers
697;06/08/2017;Arugot;proximity loggers
698;06/08/2017;Arugot;proximity loggers
699;06/08/2017;Arugot;proximity loggers
700;06/08/2017;Arugot;proximity loggers
701;06/08/2017;Arugot;proximity loggers
702;06/08/2017;Arugot;proximity loggers
703;06/08/2017;Arugot;proximity loggers
704;06/08/2017;Arugot;proximity loggers
705;06/08/2017;Arugot;proximity loggers
706;06/08/2017;Arugot;proximity loggers
707;06/08/2017;Arugot;proximity loggers
708;07/08/2017;Arugot;proximity loggers
709;07/08/2017;Arugot;proximity loggers
710;07/08/2017;Arugot;proximity loggers
711;07/08/2017;Arugot;proximity loggers
712;07/08/2017;Arugot;proximity loggers
713;07/08/2017;Arugot;proximity loggers
714;07/08/2017;Arugot;proximity loggers
715;07/08/2017;Arugot;proximity loggers
716;08/08/2017;Arugot;proximity loggers
717;08/08/2017;Arugot;proximity loggers
718;08/08/2017;Arugot;proximity loggers
719;08/08/2017;Arugot;proximity loggers
720;08/08/2017;Arugot;proximity loggers
721;08/08/2017;Arugot;proximity loggers
722;08/08/2017;Arugot;proximity loggers
723;08/08/2017;Arugot;proximity loggers
724;08/08/2017;Arugot;proximity loggers
725;08/08/2017;Arugot;proximity loggers
726;08/08/2017;Arugot;proximity loggers
727;08/08/2017;Arugot;proximity loggers
728;08/08/2017;Arugot;proximity loggers
729;08/08/2017;Arugot;proximity loggers
730;08/08/2017;Arugot;proximity loggers
731;08/08/2017;Arugot;proximity loggers
732;08/08/2017;Arugot;proximity loggers
733;08/08/2017;Arugot;proximity loggers
734;08/08/2017;Arugot;proximity loggers
735;08/08/2017;Arugot;proximity loggers
736;08/08/2017;Arugot;proximity loggers
737;08/08/2017;Arugot;proximity loggers
738;08/08/2017;Arugot;proximity loggers
739;08/08/2017;Arugot;proximity loggers
740;08/08/2017;Arugot;proximity loggers
741;08/08/2017;Arugot;proximity loggers
742;08/08/2017;Arugot;proximity loggers
743;08/08/2017;Arugot;proximity loggers
744;08/08/2017;Arugot;proximity loggers
745;09/08/2017;Arugot;proximity loggers
746;09/08/2017;Arugot;proximity loggers
747;09/08/2017;Arugot;proximity loggers
748;09/08/2017;Arugot;proximity loggers
749;09/08/2017;Arugot;proximity loggers
750;09/08/2017;Arugot;proximity loggers
751;09/08/2017;Arugot;proximity loggers
752;09/08/2017;Arugot;proximity loggers
753;09/08/2017;Arugot;proximity loggers
754;09/08/2017;Arugot;proximity loggers
755;09/08/2017;Arugot;proximity loggers
756;09/08/2017;Arugot;proximity loggers
757;09/08/2017;Arugot;proximity loggers
758;09/08/2017;Arugot;proximity loggers
759;09/08/2017;Arugot;proximity loggers
760;09/08/2017;Arugot;proximity loggers
761;09/08/2017;Arugot;proximity loggers
762;09/08/2017;Arugot;proximity loggers
763;09/08/2017;Arugot;proximity loggers
764;09/08/2017;Arugot;proximity loggers
765;09/08/2017;Arugot;proximity loggers
766;09/08/2017;Arugot;proximity loggers
767;10/08/2017;Arugot;proximity loggers
768;10/08/2017;Arugot;proximity loggers
769;10/08/2017;Arugot;proximity loggers
770;10/08/2017;Arugot;proximity loggers
771;10/08/2017;Arugot;proximity loggers
772;10/08/2017;Arugot;proximity loggers
773;10/08/2017;Arugot;proximity loggers
774;10/08/2017;Arugot;proximity loggers
775;10/08/2017;Arugot;proximity loggers
776;10/08/2017;Arugot;proximity loggers
777;10/08/2017;Arugot;proximity loggers
778;10/08/2017;Arugot;proximity loggers
779;10/08/2017;Arugot;proximity loggers
780;10/08/2017;Arugot;proximity loggers
781;11/08/2017;Arugot;proximity loggers
782;11/08/2017;Arugot;proximity loggers
783;11/08/2017;Arugot;proximity loggers
784;11/08/2017;Arugot;proximity loggers
785;11/08/2017;Arugot;proximity loggers
786;11/08/2017;Arugot;proximity loggers
787;11/08/2017;Arugot;proximity loggers
788;11/08/2017;Arugot;proximity loggers
789;11/08/2017;Arugot;proximity loggers
790;11/08/2017;Arugot;proximity loggers
791;11/08/2017;Arugot;proximity loggers
792;11/08/2017;Arugot;proximity loggers
793;11/08/2017;Arugot;proximity loggers
794;11/08/2017;Arugot;proximity loggers
795;11/08/2017;Arugot;proximity loggers
796;11/08/2017;Arugot;proximity loggers
797;11/08/2017;Arugot;proximity loggers
798;11/08/2017;Arugot;proximity loggers
799;11/08/2017;Arugot;proximity loggers
800;11/08/2017;Arugot;proximity loggers
801;11/08/2017;Arugot;proximity loggers
802;11/08/2017;Arugot;proximity loggers
803;11/08/2017;Arugot;proximity loggers
804;11/08/2017;Arugot;proximity loggers
805;11/08/2017;Arugot;proximity loggers
806;11/08/2017;Arugot;proximity loggers
807;11/08/2017;Arugot;proximity loggers
808;11/08/2017;Arugot;proximity loggers
809;11/08/2017;Arugot;proximity loggers
810;11/08/2017;Arugot;proximity loggers
811;11/08/2017;Arugot;proximity loggers
812;12/08/2017;Arugot;proximity loggers
813;12/08/2017;Arugot;proximity loggers
814;12/08/2017;Arugot;proximity loggers
815;12/08/2017;Arugot;proximity loggers
816;12/08/2017;Arugot;proximity loggers
817;12/08/2017;Arugot;proximity loggers
818;12/08/2017;Arugot;proximity loggers
819;12/08/2017;Arugot;proximity loggers
820;12/08/2017;Arugot;proximity loggers
821;12/08/2017;Arugot;proximity loggers
822;12/08/2017;Arugot;proximity loggers
823;12/08/2017;Arugot;proximity loggers
824;12/08/2017;Arugot;proximity loggers
825;12/08/2017;Arugot;proximity loggers
826;12/08/2017;Arugot;proximity loggers
827;12/08/2017;Arugot;proximity loggers
828;12/08/2017;Arugot;proximity loggers
829;12/08/2017;Arugot;proximity loggers
830;12/08/2017;Arugot;proximity loggers
831;12/08/2017;Arugot;proximity loggers
832;12/08/2017;Arugot;proximity loggers
833;12/08/2017;Arugot;proximity loggers
834;12/08/2017;Arugot;proximity loggers
835;12/08/2017;Arugot;proximity loggers
836;12/08/2017;Arugot;proximity loggers
837;12/08/2017;Arugot;proximity loggers
838;12/08/2017;Arugot;proximity loggers
839;12/08/2017;Arugot;proximity loggers
840;13/08/2017;Arugot;proximity loggers
841;13/08/2017;Arugot;proximity loggers
842;13/08/2017;Arugot;proximity loggers
843;13/08/2017;Arugot;proximity loggers
844;13/08/2017;Arugot;proximity loggers
845;13/08/2017;Arugot;proximity loggers
846;13/08/2017;Arugot;proximity loggers
847;13/08/2017;Arugot;proximity loggers
848;13/08/2017;Arugot;proximity loggers
849;13/08/2017;Arugot;proximity loggers
850;13/08/2017;Arugot;proximity loggers
851;13/08/2017;Arugot;proximity loggers
852;13/08/2017;Arugot;proximity loggers
853;13/08/2017;Arugot;proximity loggers
854;13/08/2017;Arugot;proximity loggers
855;13/08/2017;Arugot;proximity loggers
856;13/08/2017;Arugot;proximity loggers
857;13/08/2017;Arugot;proximity loggers
858;13/08/2017;Arugot;proximity loggers
859;13/08/2017;Arugot;proximity loggers
860;13/08/2017;Arugot;proximity loggers
861;13/08/2017;Arugot;proximity loggers
862;13/08/2017;Arugot;proximity loggers
863;13/08/2017;Arugot;proximity loggers
864;14/08/2017;Arugot;proximity loggers
865;14/08/2017;Arugot;proximity loggers
866;14/08/2017;Arugot;proximity loggers
867;14/08/2017;Arugot;proximity loggers
868;14/08/2017;Arugot;proximity loggers
869;14/08/2017;Arugot;proximity loggers
870;14/08/2017;Arugot;proximity loggers
871;15/08/2017;Arugot;proximity loggers
872;15/08/2017;Arugot;proximity loggers
873;15/08/2017;Arugot;proximity loggers
874;15/08/2017;Arugot;proximity loggers
875;15/08/2017;Arugot;proximity loggers
876;15/08/2017;Arugot;proximity loggers
877;15/08/2017;Arugot;proximity loggers
878;15/08/2017;Arugot;proximity loggers
879;15/08/2017;Arugot;proximity loggers
880;15/08/2017;Arugot;proximity loggers
881;15/08/2017;Arugot;proximity loggers
882;15/08/2017;Arugot;proximity loggers
883;15/08/2017;Arugot;proximity loggers
884;15/08/2017;Arugot;proximity loggers
885;15/08/2017;Arugot;proximity loggers
886;15/08/2017;Arugot;proximity loggers
887;15/08/2017;Arugot;proximity loggers
888;15/08/2017;Arugot;proximity loggers
889;15/08/2017;Arugot;proximity loggers
890;15/08/2017;Arugot;proximity loggers
891;15/08/2017;Arugot;proximity loggers
892;15/08/2017;Arugot;proximity loggers
893;15/08/2017;Arugot;proximity loggers
894;16/08/2017;Arugot;proximity loggers
895;16/08/2017;Arugot;proximity loggers
896;16/08/2017;Arugot;proximity loggers
897;16/08/2017;Arugot;proximity loggers
898;16/08/2017;Arugot;proximity loggers
899;16/08/2017;Arugot;proximity loggers
900;16/08/2017;Arugot;proximity loggers
901;16/08/2017;Arugot;proximity loggers
902;16/08/2017;Arugot;proximity loggers
903;16/08/2017;Arugot;proximity loggers
904;16/08/2017;Arugot;proximity loggers
905;16/08/2017;Arugot;proximity loggers
906;17/08/2017;Arugot;proximity loggers
907;17/08/2017;Arugot;proximity loggers
908;17/08/2017;Arugot;proximity loggers
909;17/08/2017;Arugot;proximity loggers
910;17/08/2017;Arugot;proximity loggers
911;17/08/2017;Arugot;proximity loggers
912;17/08/2017;Arugot;proximity loggers
913;17/08/2017;Arugot;proximity loggers
914;17/08/2017;Arugot;proximity loggers
915;17/08/2017;Arugot;proximity loggers
916;17/08/2017;Arugot;proximity loggers
917;17/08/2017;Arugot;proximity loggers
918;17/08/2017;Arugot;proximity loggers
919;17/08/2017;Arugot;proximity loggers
920;17/08/2017;Arugot;proximity loggers
921;17/08/2017;Arugot;proximity loggers
922;17/08/2017;Arugot;proximity loggers
923;17/08/2017;Arugot;proximity loggers
924;17/08/2017;Arugot;proximity loggers
925;17/08/2017;Arugot;proximity loggers
926;17/08/2017;Arugot;proximity loggers
927;17/08/2017;Arugot;proximity loggers
928;17/08/2017;Arugot;proximity loggers
929;17/08/2017;Arugot;proximity loggers
930;17/08/2017;Arugot;proximity loggers
931;18/08/2017;Arugot;proximity loggers
932;18/08/2017;Arugot;proximity loggers
933;18/08/2017;Arugot;proximity loggers
934;29/08/2017;Arugot;proximity loggers
935;29/08/2017;Arugot;proximity loggers
936;01/09/2017;Arugot;proximity loggers
937;01/09/2017;Arugot;proximity loggers
938;01/09/2017;Arugot;proximity loggers
939;01/09/2017;Arugot;proximity loggers
940;01/09/2017;Arugot;proximity loggers
941;01/09/2017;Arugot;proximity loggers
942;01/09/2017;Arugot;proximity loggers
943;02/09/2017;Arugot;proximity loggers
944;04/09/2017;Arugot;proximity loggers
945;09/09/2017;Arugot;proximity loggers
946;09/09/2017;Arugot;proximity loggers
947;09/09/2017;Arugot;proximity loggers
948;09/09/2017;Arugot;proximity loggers
949;09/09/2017;Arugot;proximity loggers
950;09/09/2017;Arugot;proximity loggers
951;09/09/2017;Arugot;proximity loggers
952;09/09/2017;Arugot;proximity loggers
953;09/09/2017;Arugot;proximity loggers
954;09/09/2017;Arugot;proximity loggers
955;09/09/2017;Arugot;proximity loggers
956;09/09/2017;Arugot;proximity loggers
957;09/09/2017;Arugot;proximity loggers
958;09/09/2017;Arugot;proximity loggers
959;09/09/2017;Arugot;proximity loggers
960;09/09/2017;Arugot;proximity loggers
961;09/09/2017;Arugot;proximity loggers
962;09/09/2017;Arugot;proximity loggers
963;09/09/2017;Arugot;proximity loggers
964;21/09/2017;Arugot;proximity loggers
965;25/09/2017;Arugot;proximity loggers
966;25/09/2017;Arugot;proximity loggers
967;25/09/2017;Arugot;proximity loggers
968;25/09/2017;Arugot;proximity loggers
969;25/09/2017;Arugot;proximity loggers
970;25/09/2017;Arugot;proximity loggers
971;25/09/2017;Arugot;proximity loggers
972;26/09/2017;Arugot;proximity loggers
973;26/09/2017;Arugot;proximity loggers
974;26/09/2017;Arugot;proximity loggers
975;26/09/2017;Arugot;proximity loggers
976;26/09/2017;Arugot;proximity loggers
977;26/09/2017;Arugot;proximity loggers
978;26/09/2017;Arugot;proximity loggers
979;26/09/2017;Arugot;proximity loggers
980;26/09/2017;Arugot;proximity loggers
981;26/09/2017;Arugot;proximity loggers
982;26/09/2017;Arugot;proximity loggers
983;26/09/2017;Arugot;proximity loggers
984;26/09/2017;Arugot;proximity loggers
985;26/09/2017;Arugot;proximity loggers
986;02/10/2017;Arugot;proximity loggers
987;02/10/2017;Arugot;proximity loggers
988;17/10/2017;Arugot;proximity loggers
989;02/11/2017;Arugot;proximity loggers
990;02/11/2017;Arugot;proximity loggers
991;28/11/2017;Arugot;proximity loggers
992;29/11/2017;Arugot;proximity loggers
993;01/12/2017;Arugot;proximity loggers
994;12/12/2017;Arugot;proximity loggers
995;12/12/2017;Arugot;proximity loggers
996;12/12/2017;Arugot;proximity loggers
997;12/12/2017;Arugot;proximity loggers
998;19/12/2017;Arugot;proximity loggers
999;19/12/2017;Arugot;proximity loggers
1000;11/01/2018;Arugot;proximity loggers
1001;22/01/2018;Arugot;proximity loggers
1002;22/01/2018;Arugot;proximity loggers
1003;22/01/2018;Arugot;proximity loggers
1004;23/01/2018;Arugot;proximity loggers
1005;23/01/2018;Arugot;proximity loggers
1006;23/01/2018;Arugot;proximity loggers
1007;24/01/2018;Arugot;proximity loggers
1008;24/01/2018;Arugot;proximity loggers
1009;24/01/2018;Arugot;proximity loggers
1010;24/01/2018;Arugot;proximity loggers
1011;24/01/2018;Arugot;proximity loggers
1012;24/01/2018;Arugot;proximity loggers
1013;24/01/2018;Arugot;proximity loggers
1014;24/01/2018;Arugot;proximity loggers
1015;24/01/2018;Arugot;proximity loggers
1016;24/01/2018;Arugot;proximity loggers
1017;24/01/2018;Arugot;proximity loggers
1018;24/01/2018;Arugot;proximity loggers
1019;24/01/2018;Arugot;proximity loggers
1020;24/01/2018;Arugot;proximity loggers
1021;24/01/2018;Arugot;proximity loggers
1022;24/01/2018;Arugot;proximity loggers
1023;25/01/2018;Arugot;proximity loggers
1024;25/01/2018;Arugot;proximity loggers
1025;25/01/2018;Arugot;proximity loggers
1026;25/01/2018;Arugot;proximity loggers
1027;25/01/2018;Arugot;proximity loggers
1028;25/01/2018;Arugot;proximity loggers
1029;25/01/2018;Arugot;proximity loggers
1030;25/01/2018;Arugot;proximity loggers
1031;25/01/2018;Arugot;proximity loggers
1032;25/01/2018;Arugot;proximity loggers
1033;25/01/2018;Arugot;proximity loggers
1034;25/01/2018;Arugot;proximity loggers
1035;25/01/2018;Arugot;proximity loggers
1036;25/01/2018;Arugot;proximity loggers
1037;25/01/2018;Arugot;proximity loggers
1038;25/01/2018;Arugot;proximity loggers
1039;25/01/2018;Arugot;proximity loggers
1040;25/01/2018;Arugot;proximity loggers
1041;25/01/2018;Arugot;proximity loggers
1042;25/01/2018;Arugot;proximity loggers
1043;25/01/2018;Arugot;proximity loggers
1044;25/01/2018;Arugot;proximity loggers
1045;25/01/2018;Arugot;proximity loggers
1046;25/01/2018;Arugot;proximity loggers
1047;25/01/2018;Arugot;proximity loggers
1048;25/01/2018;Arugot;proximity loggers
1049;25/01/2018;Arugot;proximity loggers
1050;25/01/2018;Arugot;proximity loggers
1051;25/01/2018;Arugot;proximity loggers
1052;25/01/2018;Arugot;proximity loggers
1053;26/01/2018;Arugot;proximity loggers
1054;26/01/2018;Arugot;proximity loggers
1055;26/01/2018;Arugot;proximity loggers
1056;26/01/2018;Arugot;proximity loggers
1057;26/01/2018;Arugot;proximity loggers
1058;26/01/2018;Arugot;proximity loggers
1059;26/01/2018;Arugot;proximity loggers
1060;26/01/2018;Arugot;proximity loggers
1061;26/01/2018;Arugot;proximity loggers
1062;26/01/2018;Arugot;proximity loggers
1063;26/01/2018;Arugot;proximity loggers
1064;26/01/2018;Arugot;proximity loggers
1065;26/01/2018;Arugot;proximity loggers
1066;26/01/2018;Arugot;proximity loggers
1067;27/01/2018;Arugot;proximity loggers
1068;27/01/2018;Arugot;proximity loggers
1069;27/01/2018;Arugot;proximity loggers
1070;27/01/2018;Arugot;proximity loggers
1071;28/01/2018;Arugot;proximity loggers
1072;28/01/2018;Arugot;proximity loggers
1073;29/01/2018;Arugot;proximity loggers
1074;30/01/2018;Arugot;proximity loggers
1075;31/01/2018;Arugot;proximity loggers
1076;01/02/2018;Arugot;proximity loggers
1077;01/02/2018;Arugot;proximity loggers
1078;01/02/2018;Arugot;proximity loggers
1079;01/02/2018;Arugot;proximity loggers
1080;01/02/2018;Arugot;proximity loggers
1081;01/02/2018;Arugot;proximity loggers
1082;01/02/2018;Arugot;proximity loggers
1083;01/02/2018;Arugot;proximity loggers
1084;01/02/2018;Arugot;proximity loggers
1085;01/02/2018;Arugot;proximity loggers
1086;01/02/2018;Arugot;proximity loggers
1087;01/02/2018;Arugot;proximity loggers
1088;01/02/2018;Arugot;proximity loggers
1089;01/02/2018;Arugot;proximity loggers
1090;01/02/2018;Arugot;proximity loggers
1091;02/02/2018;Arugot;proximity loggers
1092;02/02/2018;Arugot;proximity loggers
1093;02/02/2018;Arugot;proximity loggers
1094;02/02/2018;Arugot;proximity loggers
1095;02/02/2018;Arugot;proximity loggers
1096;02/02/2018;Arugot;proximity loggers
1097;02/02/2018;Arugot;proximity loggers
1098;02/02/2018;Arugot;proximity loggers
1099;02/02/2018;Arugot;proximity loggers
1100;02/02/2018;Arugot;proximity loggers
1101;02/02/2018;Arugot;proximity loggers
1102;02/02/2018;Arugot;proximity loggers
1103;02/02/2018;Arugot;proximity loggers
1104;02/02/2018;Arugot;proximity loggers
1105;02/02/2018;Arugot;proximity loggers
1106;02/02/2018;Arugot;proximity loggers
1107;02/02/2018;Arugot;proximity loggers
1108;02/02/2018;Arugot;proximity loggers
1109;02/02/2018;Arugot;proximity loggers
1110;02/02/2018;Arugot;proximity loggers
1111;02/02/2018;Arugot;proximity loggers
1112;02/02/2018;Arugot;proximity loggers
1113;02/02/2018;Arugot;proximity loggers
1114;02/02/2018;Arugot;proximity loggers
1115;02/02/2018;Arugot;proximity loggers
1116;02/02/2018;Arugot;proximity loggers
1117;02/02/2018;Arugot;proximity loggers
1118;02/02/2018;Arugot;proximity loggers
1119;05/02/2018;Arugot;proximity loggers
1120;08/07/2017;Arugot;proximity loggers
1121;18/07/2017;Arugot;proximity loggers
1122;20/07/2017;Arugot;proximity loggers
1123;20/05/2017;Arugot;proximity loggers
1124;02/07/2017;Arugot;proximity loggers
1125;23/09/2017;Arugot;proximity loggers
1126;03/11/2017;David;proximity loggers
1127;17/11/2017;David;proximity loggers
1128;26/01/2018;David;proximity loggers
1129;02/02/2018;David;proximity loggers
1130;09/02/2018;David;proximity loggers
1131;10/02/2018;David;proximity loggers
1132;11/02/2018;David;proximity loggers
1133;21/02/2018;David;proximity loggers
1134;25/02/2018;David;proximity loggers
1135;27/02/2018;David;proximity loggers
1136;01/07/2017;Arugot;proximity loggers
1137;18/07/2017;Arugot;proximity loggers
1138;22/05/2017;Arugot;base stations
1139;22/05/2017;Arugot;base stations
1140;22/05/2017;Arugot;base stations
1141;22/05/2017;Arugot;base stations
1142;22/05/2017;Arugot;base stations
1143;22/05/2017;Arugot;base stations
1144;22/05/2017;Arugot;base stations
1145;22/05/2017;Arugot;base stations
1146;22/05/2017;Arugot;base stations
1147;22/05/2017;Arugot;base stations
1148;22/05/2017;Arugot;base stations
1149;22/05/2017;Arugot;base stations
1150;22/05/2017;Arugot;base stations
1151;23/05/2017;Arugot;base stations
1152;27/05/2017;Arugot;base stations
1153;27/05/2017;Arugot;base stations
1154;27/05/2017;Arugot;base stations
1155;27/05/2017;Arugot;base stations
1156;27/05/2017;Arugot;base stations
1157;27/05/2017;Arugot;base stations
1158;27/05/2017;Arugot;base stations
1159;27/05/2017;Arugot;base stations
1160;27/05/2017;Arugot;base stations
1161;27/05/2017;Arugot;base stations
1162;27/05/2017;Arugot;base stations
1163;27/05/2017;Arugot;base stations
1164;27/05/2017;Arugot;base stations
1165;27/05/2017;Arugot;base stations
1166;27/05/2017;Arugot;base stations
1167;27/05/2017;Arugot;base stations
1168;27/05/2017;Arugot;base stations
1169;27/05/2017;Arugot;base stations
1170;27/05/2017;Arugot;base stations
1171;27/05/2017;Arugot;base stations
1172;27/05/2017;Arugot;base stations
1173;27/05/2017;Arugot;base stations
1174;27/05/2017;Arugot;base stations
1175;08/06/2017;Arugot;base stations
1176;08/06/2017;Arugot;base stations
1177;08/06/2017;Arugot;base stations
1178;11/06/2017;Arugot;base stations
1179;11/06/2017;Arugot;base stations
1180;11/06/2017;Arugot;base stations
1181;12/06/2017;Arugot;base stations
1182;12/06/2017;Arugot;base stations
1183;12/06/2017;Arugot;base stations
1184;12/06/2017;Arugot;base stations
1185;12/06/2017;Arugot;base stations
1186;12/06/2017;Arugot;base stations
1187;12/06/2017;Arugot;base stations
1188;12/06/2017;Arugot;base stations
1189;12/06/2017;Arugot;base stations
1190;13/06/2017;Arugot;base stations
1191;13/06/2017;Arugot;base stations
1192;13/06/2017;Arugot;base stations
1193;16/06/2017;Arugot;base stations
1194;18/05/2017;Arugot;base stations
1195;19/05/2017;Arugot;base stations
1196;19/05/2017;Arugot;base stations
1197;19/05/2017;Arugot;base stations
1198;19/05/2017;Arugot;base stations
1199;20/05/2017;Arugot;base stations
1200;20/05/2017;Arugot;base stations
1201;20/05/2017;Arugot;base stations
1202;21/05/2017;Arugot;base stations
1203;21/05/2017;Arugot;base stations
1204;06/08/2017;David;base stations
1205;06/08/2017;David;base stations
1206;06/08/2017;David;base stations
1207;06/08/2017;David;base stations
1208;23/05/2017;Arugot;base stations
1209;23/05/2017;Arugot;base stations
1210;23/05/2017;Arugot;base stations
1211;23/05/2017;Arugot;base stations
1212;23/05/2017;Arugot;base stations
1213;23/05/2017;Arugot;base stations
1214;26/05/2017;Arugot;base stations
1215;26/05/2017;Arugot;base stations
1216;26/05/2017;Arugot;base stations
1217;30/05/2017;Arugot;base stations
1218;30/05/2017;Arugot;base stations
1219;30/05/2017;Arugot;base stations
1220;01/06/2017;Arugot;base stations
1221;08/06/2017;Arugot;base stations
1222;08/06/2017;Arugot;base stations
1223;08/06/2017;Arugot;base stations
1224;08/06/2017;Arugot;base stations
1225;08/06/2017;Arugot;base stations
1226;08/06/2017;Arugot;base stations
1227;08/06/2017;Arugot;base stations
1228;08/06/2017;Arugot;base stations
1229;08/06/2017;Arugot;base stations
1230;08/06/2017;Arugot;base stations
1231;08/06/2017;Arugot;base stations
1232;08/06/2017;Arugot;base stations
1233;08/06/2017;Arugot;base stations
1234;08/06/2017;Arugot;base stations
1235;08/06/2017;Arugot;base stations
1236;08/06/2017;Arugot;base stations
1237;08/06/2017;Arugot;base stations
1238;08/06/2017;Arugot;base stations
1239;09/06/2017;Arugot;base stations
1240;09/06/2017;Arugot;base stations
1241;13/06/2017;Arugot;base stations
1242;13/06/2017;Arugot;base stations
1243;13/06/2017;Arugot;base stations
1244;13/06/2017;Arugot;base stations
1245;13/06/2017;Arugot;base stations
1246;18/05/2017;Arugot;base stations
1247;18/05/2017;Arugot;base stations
1248;18/05/2017;Arugot;base stations
1249;18/05/2017;Arugot;base stations
1250;18/05/2017;Arugot;base stations
1251;18/05/2017;Arugot;base stations
1252;18/05/2017;Arugot;base stations
1253;18/05/2017;Arugot;base stations
1254;18/05/2017;Arugot;base stations
1255;19/05/2017;Arugot;base stations
1256;19/05/2017;Arugot;base stations
1257;19/05/2017;Arugot;base stations
1258;19/05/2017;Arugot;base stations
1259;19/05/2017;Arugot;base stations
1260;19/05/2017;Arugot;base stations
1261;19/05/2017;Arugot;base stations
1262;19/05/2017;Arugot;base stations
1263;19/05/2017;Arugot;base stations
1264;17/06/2017;Arugot;base stations
1265;17/06/2017;Arugot;base stations
1266;17/06/2017;Arugot;base stations
1267;19/06/2017;Arugot;base stations
1268;19/06/2017;Arugot;base stations
1269;19/06/2017;Arugot;base stations
1270;19/06/2017;Arugot;base stations
1271;19/06/2017;Arugot;base stations
1272;19/06/2017;Arugot;base stations
1273;19/06/2017;Arugot;base stations
1274;19/06/2017;Arugot;base stations
1275;19/06/2017;Arugot;base stations
1276;19/06/2017;Arugot;base stations
1277;19/06/2017;Arugot;base stations
1278;19/06/2017;Arugot;base stations
1279;19/06/2017;Arugot;base stations
1280;19/06/2017;Arugot;base stations
1281;19/06/2017;Arugot;base stations
1282;19/06/2017;Arugot;base stations
1283;19/06/2017;Arugot;base stations
1284;19/06/2017;Arugot;base stations
1285;19/06/2017;Arugot;base stations
1286;19/06/2017;Arugot;base stations
1287;19/06/2017;Arugot;base stations
1288;24/06/2017;Arugot;base stations
1289;24/06/2017;Arugot;base stations
1290;24/06/2017;Arugot;base stations
1291;24/06/2017;Arugot;base stations
1292;25/06/2017;Arugot;base stations
1293;25/06/2017;Arugot;base stations
1294;25/06/2017;Arugot;base stations
1295;25/06/2017;Arugot;base stations
1296;01/07/2017;Arugot;base stations
1297;01/07/2017;Arugot;base stations
1298;01/07/2017;Arugot;base stations
1299;01/07/2017;Arugot;base stations
1300;01/07/2017;Arugot;base stations
1301;01/07/2017;Arugot;base stations
1302;01/07/2017;Arugot;base stations
1303;01/07/2017;Arugot;base stations
1304;01/07/2017;Arugot;base stations
1305;03/07/2017;Arugot;base stations
1306;03/07/2017;Arugot;base stations
1307;03/07/2017;Arugot;base stations
1308;03/07/2017;Arugot;base stations
1309;03/07/2017;Arugot;base stations
1310;03/07/2017;Arugot;base stations
1311;03/07/2017;Arugot;base stations
1312;19/07/2017;Arugot;base stations
1313;25/06/2017;Arugot;base stations
1314;25/06/2017;Arugot;base stations
1315;25/06/2017;Arugot;base stations
1316;01/07/2017;Arugot;base stations
1317;03/07/2017;Arugot;base stations
1318;29/08/2017;Arugot;base stations
1319;29/08/2017;Arugot;base stations
1320;29/08/2017;Arugot;base stations
1321;29/08/2017;Arugot;base stations
1322;29/08/2017;Arugot;base stations
1323;29/08/2017;Arugot;base stations
1324;29/08/2017;Arugot;base stations
1325;29/08/2017;Arugot;base stations
1326;29/08/2017;Arugot;base stations
1327;29/08/2017;Arugot;base stations
1328;29/08/2017;Arugot;base stations
1329;29/08/2017;Arugot;base stations
1330;29/08/2017;Arugot;base stations
1331;29/08/2017;Arugot;base stations
1332;29/08/2017;Arugot;base stations
1333;29/08/2017;Arugot;base stations
1334;29/08/2017;Arugot;base stations
1335;29/08/2017;Arugot;base stations
1336;29/08/2017;Arugot;base stations
1337;29/08/2017;Arugot;base stations
1338;29/08/2017;Arugot;base stations
1339;29/08/2017;Arugot;base stations
1340;17/06/2017;Arugot;base stations
1341;17/06/2017;Arugot;base stations
1342;17/06/2017;Arugot;base stations
1343;17/06/2017;Arugot;base stations
1344;25/06/2017;Arugot;base stations
1345;01/07/2017;Arugot;base stations
;;;
;;;
